2014-01-28 04:44:31,585 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,614 ERROR  	 Sample for writing
2014-01-28 04:44:31,628 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,628 ERROR  	 Sample for writing
2014-01-28 04:44:31,628 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,628 ERROR  	 Sample for writing
2014-01-28 04:44:31,628 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,628 ERROR  	 Sample for writing
2014-01-28 04:44:31,628 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,628 ERROR  	 Sample for writing
2014-01-28 04:44:31,628 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,639 ERROR  	 Sample for writing
2014-01-28 04:44:31,640 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,640 ERROR  	 Sample for writing
2014-01-28 04:44:31,640 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,640 ERROR  	 Sample for writing
2014-01-28 04:44:31,640 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,640 ERROR  	 Sample for writing
2014-01-28 04:44:31,654 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,655 ERROR  	 Sample for writing
2014-01-28 04:44:31,655 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,655 ERROR  	 Sample for writing
2014-01-28 04:44:31,655 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,699 ERROR  	 Sample for writing
2014-01-28 04:44:31,702 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,703 ERROR  	 Sample for writing
2014-01-28 04:44:31,705 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,707 ERROR  	 Sample for writing
2014-01-28 04:44:31,708 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,709 ERROR  	 Sample for writing
2014-01-28 04:44:31,710 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,712 ERROR  	 Sample for writing
2014-01-28 04:44:31,714 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,714 ERROR  	 Sample for writing
2014-01-28 04:44:31,731 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,732 ERROR  	 Sample for writing
2014-01-28 04:44:31,737 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,740 ERROR  	 Sample for writing
2014-01-28 04:44:31,744 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,746 ERROR  	 Sample for writing
2014-01-28 04:44:31,747 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,748 ERROR  	 Sample for writing
2014-01-28 04:44:31,749 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,750 ERROR  	 Sample for writing
2014-01-28 04:44:31,758 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,758 ERROR  	 Sample for writing
2014-01-28 04:44:31,767 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,767 ERROR  	 Sample for writing
2014-01-28 04:44:31,767 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,767 ERROR  	 Sample for writing
2014-01-28 04:44:31,767 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,775 ERROR  	 Sample for writing
2014-01-28 04:44:31,776 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,778 ERROR  	 Sample for writing
2014-01-28 04:44:31,779 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,780 ERROR  	 Sample for writing
2014-01-28 04:44:31,782 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,783 ERROR  	 Sample for writing
2014-01-28 04:44:31,785 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,786 ERROR  	 Sample for writing
2014-01-28 04:44:31,788 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,789 ERROR  	 Sample for writing
2014-01-28 04:44:31,790 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,792 ERROR  	 Sample for writing
2014-01-28 04:44:31,793 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,794 ERROR  	 Sample for writing
2014-01-28 04:44:31,796 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,797 ERROR  	 Sample for writing
2014-01-28 04:44:31,799 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,801 ERROR  	 Sample for writing
2014-01-28 04:44:31,807 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,809 ERROR  	 Sample for writing
2014-01-28 04:44:31,810 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,811 ERROR  	 Sample for writing
2014-01-28 04:44:31,814 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,816 ERROR  	 Sample for writing
2014-01-28 04:44:31,818 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,820 ERROR  	 Sample for writing
2014-01-28 04:44:31,821 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,822 ERROR  	 Sample for writing
2014-01-28 04:44:31,823 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,824 ERROR  	 Sample for writing
2014-01-28 04:44:31,826 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,827 ERROR  	 Sample for writing
2014-01-28 04:44:31,837 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,838 ERROR  	 Sample for writing
2014-01-28 04:44:31,840 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,841 ERROR  	 Sample for writing
2014-01-28 04:44:31,842 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,843 ERROR  	 Sample for writing
2014-01-28 04:44:31,844 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,846 ERROR  	 Sample for writing
2014-01-28 04:44:31,847 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,849 ERROR  	 Sample for writing
2014-01-28 04:44:31,850 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,851 ERROR  	 Sample for writing
2014-01-28 04:44:31,852 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,863 ERROR  	 Sample for writing
2014-01-28 04:44:31,864 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,866 ERROR  	 Sample for writing
2014-01-28 04:44:31,867 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,868 ERROR  	 Sample for writing
2014-01-28 04:44:31,871 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,873 ERROR  	 Sample for writing
2014-01-28 04:44:31,875 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,877 ERROR  	 Sample for writing
2014-01-28 04:44:31,878 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,879 ERROR  	 Sample for writing
2014-01-28 04:44:31,881 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,882 ERROR  	 Sample for writing
2014-01-28 04:44:31,889 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,909 ERROR  	 Sample for writing
2014-01-28 04:44:31,910 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,913 ERROR  	 Sample for writing
2014-01-28 04:44:31,915 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,918 ERROR  	 Sample for writing
2014-01-28 04:44:31,919 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,920 ERROR  	 Sample for writing
2014-01-28 04:44:31,922 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,923 ERROR  	 Sample for writing
2014-01-28 04:44:31,925 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,926 ERROR  	 Sample for writing
2014-01-28 04:44:31,928 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,929 ERROR  	 Sample for writing
2014-01-28 04:44:31,930 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,932 ERROR  	 Sample for writing
2014-01-28 04:44:31,933 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,934 ERROR  	 Sample for writing
2014-01-28 04:44:31,935 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,936 ERROR  	 Sample for writing
2014-01-28 04:44:31,939 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,941 ERROR  	 Sample for writing
2014-01-28 04:44:31,942 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,954 ERROR  	 Sample for writing
2014-01-28 04:44:31,955 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,956 ERROR  	 Sample for writing
2014-01-28 04:44:31,957 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,958 ERROR  	 Sample for writing
2014-01-28 04:44:31,958 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,960 ERROR  	 Sample for writing
2014-01-28 04:44:31,960 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,963 ERROR  	 Sample for writing
2014-01-28 04:44:31,965 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,966 ERROR  	 Sample for writing
2014-01-28 04:44:31,967 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,968 ERROR  	 Sample for writing
2014-01-28 04:44:31,969 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,972 ERROR  	 Sample for writing
2014-01-28 04:44:31,973 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,974 ERROR  	 Sample for writing
2014-01-28 04:44:31,976 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,978 ERROR  	 Sample for writing
2014-01-28 04:44:31,980 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,981 ERROR  	 Sample for writing
2014-01-28 04:44:31,983 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,984 ERROR  	 Sample for writing
2014-01-28 04:44:31,985 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,986 ERROR  	 Sample for writing
2014-01-28 04:44:31,990 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,992 ERROR  	 Sample for writing
2014-01-28 04:44:31,995 INFO   	 Sample for writing with Info
2014-01-28 04:44:31,997 ERROR  	 Sample for writing
2014-01-28 04:44:31,998 INFO   	 Sample for writing with Info
2014-01-28 04:44:32,000 ERROR  	 Sample for writing
2014-01-28 04:44:32,001 INFO   	 Sample for writing with Info
2014-01-28 04:44:32,002 ERROR  	 Sample for writing
2014-01-28 04:44:32,004 INFO   	 Sample for writing with Info
2014-01-28 04:44:32,009 ERROR  	 Sample for writing
2014-01-28 04:44:32,011 INFO   	 Sample for writing with Info
2014-01-28 04:44:32,012 ERROR  	 Sample for writing
2014-01-28 04:44:32,013 INFO   	 Sample for writing with Info
2014-01-28 04:44:32,015 ERROR  	 Sample for writing
2014-01-28 04:44:32,016 INFO   	 Sample for writing with Info
2014-01-28 04:44:32,018 ERROR  	 Sample for writing
2014-01-28 04:44:32,019 INFO   	 Sample for writing with Info
2014-01-28 04:44:32,020 ERROR  	 Sample for writing
2014-01-28 04:44:32,023 INFO   	 Sample for writing with Info
2014-01-28 04:44:32,024 ERROR  	 Sample for writing
2014-01-28 04:44:32,025 INFO   	 Sample for writing with Info
